renamed_var,renamed_col,original_col,wave,question_wording,wording_source
q_gender,q_gender_raw,Q2,1,Please indicate your gender.,United Kingdom
q_gender,q_gender_raw,Q2,2,Please indicate your gender.,United Kingdom
q_gender,q_gender_raw,Q2,3,Please indicate your gender.,United Kingdom
q_global_control,q_global_control_raw,Q220_4,3,"You may have heard of globalisation, that is the general opening-up of all economies, which leads to the creation of a world-wide market. 
Please tell me to what extent you agree or disagree with each of the following statements. - Globalisation takes away control from the UK government",United Kingdom
q_global_cult,q_global_cult_raw,Q220_2,3,"You may have heard of globalisation, that is the general opening-up of all economies, which leads to the creation of a world-wide market. 
Please tell me to what extent you agree or disagree with each of the following statements. - Globalisation is a generally bad thing for our culture and identity",United Kingdom
q_global_nat_econ,q_global_nat_econ_raw,Q220_1,3,"You may have heard of globalisation, that is the general opening-up of all economies, which leads to the creation of a world-wide market. 
Please tell me to what extent you agree or disagree with each of the following statements. - Globalisation is a generally bad thing for the UK economy",United Kingdom
q_global_nosay,q_global_nosay_raw,Q220_3,3,"You may have heard of globalisation, that is the general opening-up of all economies, which leads to the creation of a world-wide market. 
Please tell me to what extent you agree or disagree with each of the following statements. - Globalisation does not give people like me a say in politics",United Kingdom
q_gridlock_manip,q_gridlock_manip_raw,Q82_1,1,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it tends to fail to reach an agreement and generate continued conflicts and inaction on important issues. On the other hand, others contend that the EU tends to reach an agreement too easily, rather than representing different views and interests.
When it comes to the question of whether the EU tends to fail to reach an agreement or it tends to reach an agreement too easily, what is your opinion? - The EU tends to lead to conflicts and inaction",United Kingdom
q_identity_country,q_identity_country_raw,Q5_1,1,Please tell me how attached you feel to... - United Kingdom,United Kingdom
q_identity_country,q_identity_country_raw,Q5_1,2,Please tell me how attached you feel to... - United Kingdom,United Kingdom
q_identity_country,q_identity_country_raw,Q5_1,3,Please tell me how attached you feel to... - United Kingdom,United Kingdom
q_identity_eu,q_identity_eu_raw,Q5_2,1,Please tell me how attached you feel to... - The European Union (EU),United Kingdom
q_identity_eu,q_identity_eu_raw,Q5_2,2,Please tell me how attached you feel to... - The European Union (EU),United Kingdom
q_identity_eu,q_identity_eu_raw,Q5_2,3,Please tell me how attached you feel to... - The European Union (EU),United Kingdom
q_identity_europe,q_identity_europe_raw,Q5_3,1,Please tell me how attached you feel to... - Europe,United Kingdom
q_identity_europe,q_identity_europe_raw,Q5_3,2,Please tell me how attached you feel to... - Europe,United Kingdom
q_identity_europe,q_identity_europe_raw,Q5_3,3,Please tell me how attached you feel to... - Europe,United Kingdom
q_lr_cjeu,q_lr_cjeu_raw,Q156_4,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""left"" and 11 means ""right?"" - Court of Justice of the European Union",United Kingdom
q_lr_cjeu,q_lr_cjeu_raw,Q238_4,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - Court of Justice of the European Union",United Kingdom
q_lr_cjeu,q_lr_cjeu_raw,Q238_4,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - Court of Justice of the European Union",United Kingdom
q_lr_com,q_lr_com_raw,Q156_1,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""left"" and 11 means ""right?"" - European Commission",United Kingdom
q_lr_com,q_lr_com_raw,Q238_1,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - European Commission",United Kingdom
q_lr_com,q_lr_com_raw,Q238_1,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - European Commission",United Kingdom
q_lr_cou,q_lr_cou_raw,Q156_2,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""left"" and 11 means ""right?"" - Council of the European Union",United Kingdom
q_lr_cou,q_lr_cou_raw,Q238_2,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - Council of the European Union",United Kingdom
q_lr_cou,q_lr_cou_raw,Q238_2,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - Council of the European Union",United Kingdom
q_lr_court_nat,q_lr_court_nat_raw,Q155_2,1,About where would you place the following institutions on this scale? - The Supreme Court,United Kingdom
q_lr_ecb,q_lr_ecb_raw,Q156_5,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""left"" and 11 means ""right?"" - European Central Bank",United Kingdom
q_lr_ep,q_lr_ep_raw,Q156_3,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""left"" and 11 means ""right?"" - European Parliament",United Kingdom
q_lr_ep,q_lr_ep_raw,Q238_3,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - European Parliament",United Kingdom
q_lr_ep,q_lr_ep_raw,Q238_3,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""left"" and 11 means ""right?"" - European Parliament",United Kingdom
q_lr_gov_nat,q_lr_gov_nat_raw,Q155_1,1,About where would you place the following institutions on this scale? - The UK government,United Kingdom
q_lr_party_1,q_lr_party_1_raw,Q154_1,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_lr_party_1,q_lr_party_1_raw,Q237_1,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_lr_party_1,q_lr_party_1_raw,Q237_1,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_lr_party_10,q_lr_party_10_raw,Q154_10,1,"Et où placeriez‐vous les partis politiques suivants sur cette échelle ? Quel chiffre, de 1 à 11 décrit le mieux ce parti, 1 signifiant ""gauche"" et 11 signifiant ""droite"" ? - Partij van de Arbeid van België (PVDA) - Parti du Travail de Belgique (PTB)",Belgium
q_lr_party_10,q_lr_party_10_raw,Q237_10,2,"Og hvor vil du cirka placere følgende partier på skalaen? Hvilket tal fra 1 til 11, hvor '1' betyder ”venstre”, og '11' betyder ”højre” beskriver bedst partiet? - Nye Borgerlige (D)",Denmark
q_lr_party_11,q_lr_party_11_raw,Q154_11,1,"En waar ongeveer zou u de volgende politieke partijen plaatsen op deze schaal? Hoe zit het met…? Welk getal van 1 tot 11, waarbij '1' staat voor ""links"" en '11' staat voor ""rechts"" beschrijft het beste deze partij? - Partij voor de Dieren (PvdD)",Netherlands
q_lr_party_11,q_lr_party_11_raw,Q237_11,2,"Og hvor vil du cirka placere følgende partier på skalaen? Hvilket tal fra 1 til 11, hvor '1' betyder ”venstre”, og '11' betyder ”højre” beskriver bedst partiet? - Kristendemokraterne (K)",Denmark
q_lr_party_12,q_lr_party_12_raw,Q154_12,1,"En waar ongeveer zou u de volgende politieke partijen plaatsen op deze schaal? Hoe zit het met…? Welk getal van 1 tot 11, waarbij '1' staat voor ""links"" en '11' staat voor ""rechts"" beschrijft het beste deze partij? - Staatkundig Gereformeerde Partij (SGP)",Netherlands
q_lr_party_12,q_lr_party_12_raw,Q237_12,2,"Og hvor vil du cirka placere følgende partier på skalaen? Hvilket tal fra 1 til 11, hvor '1' betyder ”venstre”, og '11' betyder ”højre” beskriver bedst partiet? - Stram Kurs (P)",Denmark
q_lr_party_13,q_lr_party_13_raw,Q154_13,1,"En waar ongeveer zou u de volgende politieke partijen plaatsen op deze schaal? Hoe zit het met…? Welk getal van 1 tot 11, waarbij '1' staat voor ""links"" en '11' staat voor ""rechts"" beschrijft het beste deze partij? - DENK",Netherlands
q_lr_party_2,q_lr_party_2_raw,Q154_2,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_lr_party_2,q_lr_party_2_raw,Q237_2,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_lr_party_2,q_lr_party_2_raw,Q237_2,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_lr_party_3,q_lr_party_3_raw,Q154_3,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_lr_party_3,q_lr_party_3_raw,Q237_3,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Brexit Party",United Kingdom
q_lr_party_3,q_lr_party_3_raw,Q237_3,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Brexit Party",United Kingdom
q_lr_party_4,q_lr_party_4_raw,Q154_4,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_lr_party_4,q_lr_party_4_raw,Q237_4,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_lr_party_4,q_lr_party_4_raw,Q237_4,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_lr_party_5,q_lr_party_5_raw,Q154_5,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_lr_party_5,q_lr_party_5_raw,Q237_5,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_lr_party_5,q_lr_party_5_raw,Q237_5,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_lr_party_6,q_lr_party_6_raw,Q154_6,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_lr_party_6,q_lr_party_6_raw,Q237_6,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_lr_party_6,q_lr_party_6_raw,Q237_6,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_lr_party_7,q_lr_party_7_raw,Q154_7,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Plaid Cymru – Party of Wales (PL-PW)",United Kingdom
q_lr_party_7,q_lr_party_7_raw,Q237_7,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Change UK – The Independent Group",United Kingdom
q_lr_party_7,q_lr_party_7_raw,Q237_7,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - Change UK – The Independent Group",United Kingdom
q_lr_party_8,q_lr_party_8_raw,Q154_8,1,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - British National Party (BNP)",United Kingdom
q_lr_party_8,q_lr_party_8_raw,Q237_8,2,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_lr_party_8,q_lr_party_8_raw,Q237_8,3,"And where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""left"" and '11' means ""right"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_lr_party_9,q_lr_party_9_raw,Q154_9,1,"Et où placeriez‐vous les partis politiques suivants sur cette échelle ? Quel chiffre, de 1 à 11 décrit le mieux ce parti, 1 signifiant ""gauche"" et 11 signifiant ""droite"" ? - Vlaams Belang (VB)",Belgium
q_lr_party_9,q_lr_party_9_raw,Q237_9,2,"Og hvor vil du cirka placere følgende partier på skalaen? Hvilket tal fra 1 til 11, hvor '1' betyder ”venstre”, og '11' betyder ”højre” beskriver bedst partiet? - Det Konservative Folkeparti (C)",Denmark
q_lr_self,q_lr_self_raw,Q153,1,"In politics, people often talk about ""left"" and ""right."" When you use this scale from 1 to 11, where would you locate yourself, where 1 means ""left"" and 11 means ""right?""",United Kingdom
q_lr_self,q_lr_self_raw,Q236,2,"In politics, people often talk about ""left"" and ""right."" When you use this scale from 1 to 11, where would you locate yourself, where 1 means ""left"" and 11 means ""right?""",United Kingdom
q_lr_self,q_lr_self_raw,Q236,3,"In politics, people often talk about ""left"" and ""right."" When you use this scale from 1 to 11, where would you locate yourself, where 1 means ""left"" and 11 means ""right?""",United Kingdom
q_nat_efficacy_care,q_nat_efficacy_care_raw,Q239_2,3,Please tell me to what extent you agree or disagree with each of the following statements. - The politicians in the UK care about what people like me think,United Kingdom
q_nat_efficacy_nosay,q_nat_efficacy_nosay_raw,Q239_3,3,Please tell me to what extent you agree or disagree with each of the following statements. - People like me don't have any say about what the UK government does,United Kingdom
q_nat_efficacy_understand,q_nat_efficacy_understand_raw,Q239_1,3,Please tell me to what extent you agree or disagree with each of the following statements. - I can understand and evaluate important political issues about the UK,United Kingdom
q_nat_int,q_nat_int_raw,Q145_1,1,Please tell me to what extent you agree or disagree with each of the following statements. - I am very interested in political issues in the UK,United Kingdom
q_nat_int,q_nat_int_raw,Q222_1,2,Please tell me to what extent you agree or disagree with each of the following statements. - I am very interested in political issues in the United Kingdom,United Kingdom
q_nat_int,q_nat_int_raw,Q229_1,3,Please tell me to what extent you agree or disagree with each of the following statements. - I am very interested in political issues in the UK,United Kingdom
q_nat_int_fra,q_nat_int_fra_raw,Q229_1,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Je suis très intéressé(e) par les questions politiques en France,France
q_natcourt_1,q_natcourt_1_raw,Q137_1,1,"Please tell me to what extent you agree or disagree with each of the following statements. - If the Supreme Court started making a lot of decisions that most people disagreed with, it might be better to do away with the Supreme Court altogether",United Kingdom
q_natcourt_2,q_natcourt_2_raw,Q137_2,1,Please tell me to what extent you agree or disagree with each of the following statements. - I am satisfied with the performance of the Supreme Court,United Kingdom
q_natcourt_informed,q_natcourt_informed_raw,Q134,1,"And what about the Supreme Court of the United Kingdom that reviews the constitutionality of laws? that reviews the constitutionality of laws?
Do you consider that you are very well, fairly well, fairly badly or very badly informed about it?",United Kingdom
q_nationality,q_nationality_raw,Q4,1,"What is your nationality? Please tell me the country(ies) that applies(y).





// Start of JavaScript
var attRaw = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
//var att = attRaw.slice(0);
var att = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
// number here really plays no role (when attributes are filled below, loop would add additional elements if necessary); 7 is the number of dimensions; if you generate more than 7 placeholders, some will be empty
var attributes = ["""","""","""","""","""","""",""""];

// Randomize the Order of Dimensions (avoid recency and primacy)
// from 0 to 7-1=6: 7 elements
for (i=0; i - Selected Choice",United Kingdom
q_nationality,q_nationality_raw,Q4,2,"What is your nationality? Please tell me the country(ies) that applies(y).





// Start of JavaScript
var attRaw = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
//var att = attRaw.slice(0);
var att = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
// number here really plays no role (when attributes are filled below, loop would add additional elements if necessary); 7 is the number of dimensions; if you generate more than 7 placeholders, some will be empty
var attributes = ["""","""","""","""","""","""",""""];

// Randomize the Order of Dimensions (avoid recency and primacy)
// from 0 to 7-1=6: 7 elements
for (i=0; i - Selected Choice",United Kingdom
q_nationality,q_nationality_raw,Q4,3,"What is your nationality? Please tell me the country(ies) that applies(y).





// Start of JavaScript
var attRaw = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
//var att = attRaw.slice(0);
var att = [""European integration"", ""Market regulation and competition"",""Asylum and immigration"",""Environment and energy"", ""Security and defense"", ""Agriculture"",""Trade policy""];
// number here really plays no role (when attributes are filled below, loop would add additional elements if necessary); 7 is the number of dimensions; if you generate more than 7 placeholders, some will be empty
var attributes = ["""","""","""","""","""","""",""""];

// Randomize the Order of Dimensions (avoid recency and primacy)
// from 0 to 7-1=6: 7 elements
for (i=0; i - Selected Choice",United Kingdom
q_nationality_other,q_nationality_other_raw,Q4_TEXT,1,NA,NA
q_nationality_other,q_nationality_other_raw,Q4_TEXT,2,NA,NA
q_nationality_other,q_nationality_other_raw,Q4_TEXT,3,NA,NA
q_nativ_3_fra,q_nativ_3_fra_raw,Q220_3,2,"Vous avez peut-être déjà entendu parler de la mondialisation, c'est-à-dire l'ouverture de toutes les
èconomies, qui conduit à la creation d'un marché au niveau mondial.  
Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - La mondialisation ne permet pas à des gens comme moi d'avoir leur mot à dire en politique",France
q_nativ_4_fra,q_nativ_4_fra_raw,Q220_4,2,"Vous avez peut-être déjà entendu parler de la mondialisation, c'est-à-dire l'ouverture de toutes les
èconomies, qui conduit à la creation d'un marché au niveau mondial.  
Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - La mondialisation prive le gouvernement français de tout contrôle",France
q_nativ_cult,q_nativ_cult_raw,Q145_4,1,Please tell me to what extent you agree or disagree with each of the following statements. - The UK's cultural life will be generally undermined if people from other countries come to live here,United Kingdom
q_nativ_cult,q_nativ_cult_raw,Q223_2,2,Please tell me to what extent you agree or disagree with each of the following statements. - UK's cultural life will be generally undermined if people from other countries come to live here,United Kingdom
q_nativ_cult,q_nativ_cult_raw,Q230_2,3,Please tell me to what extent you agree or disagree with each of the following statements. - UK's cultural life will be generally undermined if people from other countries come to live here,United Kingdom
q_nativ_cult_b_fra,q_nativ_cult_b_fra_raw,Q230_2,2,"Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - De manière générale, la vie culturelle de la France sera compromise si des personnes provenant d'autres pays viennent vivre ici",France
q_nativ_cult_fra,q_nativ_cult_fra_raw,Q220_2,2,"Vous avez peut-être déjà entendu parler de la mondialisation, c'est-à-dire l'ouverture de toutes les
èconomies, qui conduit à la creation d'un marché au niveau mondial.  
Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Dans l'ensemble, la mondialisation est néfaste pour notre culture et notre identité",France
q_nativ_econ,q_nativ_econ_raw,Q145_3,1,Please tell me to what extent you agree or disagree with each of the following statements. - It is generally bad for the UK's economy if people from other countries come to live here,United Kingdom
q_nativ_econ,q_nativ_econ_raw,Q223_1,2,Please tell me to what extent you agree or disagree with each of the following statements. - It is generally bad for the UK economy if people from other countries come to live here,United Kingdom
q_nativ_econ,q_nativ_econ_raw,Q230_1,3,Please tell me to what extent you agree or disagree with each of the following statements. - It is generally bad for the UK economy if people from other countries come to live here,United Kingdom
q_nativ_econ_b_fra,q_nativ_econ_b_fra_raw,Q230_1,2,"Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - En général, l'installation de personnes provenant d'autres pays nuit à l'économie de la France",France
q_nativ_econ_fra,q_nativ_econ_fra_raw,Q220_1,2,"Vous avez peut-être déjà entendu parler de la mondialisation, c'est-à-dire l'ouverture de toutes les
èconomies, qui conduit à la creation d'un marché au niveau mondial.  
Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Dans l'ensemble, la mondialisation est une bonne chose pour la France",France
q_news_internet,q_news_internet_raw,Q197_5,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (5) Other Internet sources (such as e-mail provider, Blog)",United Kingdom
q_news_newspaper,q_news_newspaper_raw,Q197_2,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (2) Newspaper (incl. web offerings)",United Kingdom
q_news_online,q_news_online_raw,Q165_2,1,How often do you follow the news ...? - On the Internet,United Kingdom
q_news_other,q_news_other_raw,Q197_7,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (7) Other: specify",United Kingdom
q_news_other_text,q_news_other_text_raw,Q197_TEXT,2,NA,NA
q_news_personal,q_news_personal_raw,Q197_6,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (6) Personal conversations",United Kingdom
q_news_print,q_news_print_raw,Q165_3,1,How often do you follow the news ...? - On the newspapers,United Kingdom
q_news_radio,q_news_radio_raw,Q197_3,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (3) Radio (incl. web radio)",United Kingdom
q_news_social,q_news_social_raw,Q197_4,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (4) Social media (such as Facebook, Twitter)",United Kingdom
q_news_tv,q_news_tv_raw,Q165_1,1,How often do you follow the news ...? - On TV,United Kingdom
q_news_tv,q_news_tv_raw,Q197_1,2,"How many days per week, on average, do you use the following media or other resources to follow news about the EU and European politics? - (1) Television (incl. broadcaster player)",United Kingdom
q_norm_bypass_law,q_norm_bypass_law_raw,Q152_5,1,Please tell me to what extent you agree or disagree with each of the following statements. - Sometimes it might be better to ignore the law and solve problems immediately rather than wait for a legal solution,United Kingdom
q_norm_bypass_law,q_norm_bypass_law_raw,Q218_5,3,Please tell me to what extent you agree or disagree with each of the following statements. - Sometimes it might be better to ignore the law and solve problems immediately rather than wait for a legal solution,United Kingdom
q_norm_bypass_law_fra,q_norm_bypass_law_fra_raw,Q218_5,2,"Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Parfois, il vaut sans doute mieux ignorer la loi et résoudre les problèmes immédiatement plutôt qu'attendre une solution juridique",France
q_norm_disobey_gov,q_norm_disobey_gov_raw,Q152_4,1,Please tell me to what extent you agree or disagree with each of the following statements. - It is not necessary to obey the laws of a government I did not vote for,United Kingdom
q_norm_disobey_gov,q_norm_disobey_gov_raw,Q218_4,3,Please tell me to what extent you agree or disagree with each of the following statements. - It is not necessary to obey the laws of a government I did not vote for,United Kingdom
q_norm_disobey_unjustlaw,q_norm_disobey_unjustlaw_raw,Q152_3,1,Please tell me to what extent you agree or disagree with each of the following statements. - It is not necessary to obey a law you consider unjust,United Kingdom
q_norm_disobey_unjustlaw,q_norm_disobey_unjustlaw_raw,Q218_3,3,Please tell me to what extent you agree or disagree with each of the following statements. - It is not necessary to obey a law you consider unjust,United Kingdom
q_norm_gov_bend_law,q_norm_gov_bend_law_raw,Q152_6,1,Please tell me to what extent you agree or disagree with each of the following statements. - The government should have some ability to bend the law in order to solve pressing social and political problems,United Kingdom
q_norm_gov_bend_law,q_norm_gov_bend_law_raw,Q218_6,3,Please tell me to what extent you agree or disagree with each of the following statements. - The government should have some ability to bend the law in order to solve pressing social and political problems,United Kingdom
q_norm_gov_bypass_fra,q_norm_gov_bypass_fra_raw,Q218_6,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Le gouvernement devrait avoir une certaine capacité à contourner la loi afin de résoudre des problèmes sociaux et politiques urgents,France
q_norm_order_fra,q_norm_order_fra_raw,Q218_2,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Il vaut mieux vivre dans une société où règne l'ordre que de laisser aux gens tellement de liberté qu'ils peuvent devenir des éléments perturbateurs,France
q_norm_order_over_freedom,q_norm_order_over_freedom_raw,Q152_2,1,Please tell me to what extent you agree or disagree with each of the following statements. - It is better to live in an orderly society than to allow people so much freedom that they can become disruptive,United Kingdom
q_norm_order_over_freedom,q_norm_order_over_freedom_raw,Q218_2,3,Please tell me to what extent you agree or disagree with each of the following statements. - It is better to live in an orderly society than to allow people so much freedom that they can become disruptive,United Kingdom
q_norm_tol_opposition,q_norm_tol_opposition_raw,Q152_1,1,Please tell me to what extent you agree or disagree with each of the following statements. - Society should have to put up with those who have political ideas that are very different from the majority,United Kingdom
q_norm_tol_opposition,q_norm_tol_opposition_raw,Q218_1,3,Please tell me to what extent you agree or disagree with each of the following statements. - Society should have to put up with those who have political ideas that are very different from the majority,United Kingdom
q_norm_tolerance_fra,q_norm_tolerance_fra_raw,Q218_1,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - La société devrait tolérer les personnes qui ont des idées politiques très différentes de celles de la majorité,France
q_norm_unjust_law_fra,q_norm_unjust_law_fra_raw,Q218_3,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Il n'est pas nécessaire de respecter une loi que vous considérez comme injuste,France
q_norm_unvoted_gov_fra,q_norm_unvoted_gov_fra_raw,Q218_4,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Il n'est pas nécessaire de respecter les lois d'un gouvernement pour lequel je n'ai pas voté,France
q_occ_current,q_occ_current_raw,Q173,1,What is your current occupation?,United Kingdom
q_occ_current,q_occ_current_raw,Q247,2,What is your current occupation?,United Kingdom
q_occ_current,q_occ_current_raw,Q247,3,What is your current occupation?,United Kingdom
q_occ_last,q_occ_last_raw,Q174,1,Did you do any paid work in the past? What was your last occupation?,United Kingdom
q_occ_last,q_occ_last_raw,Q248,2,Did you do any paid work in the past? What was your last occupation?,United Kingdom
q_occ_last,q_occ_last_raw,Q248,3,Did you do any paid work in the past? What was your last occupation?,United Kingdom
q_party_closeness,q_party_closeness_raw,Q76,1,"Do you feel yourself to be very close to this party, fairly close, or merely a sympathiser?",United Kingdom
q_party_harm,q_party_harm_raw,Q23_5,2,Please indicate how much you agree with each of the following statements. - Political parties do more harm than good to society,United Kingdom
q_party_harm,q_party_harm_raw,Q37_5,3,Please indicate how much you agree with each of the following statements. - Political parties do more harm than good to society,United Kingdom
q_party_harm_fra,q_party_harm_fra_raw,Q37_5,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Les partis politiques font plus de mal que de bien à la société,France
q_party_id,q_party_id_raw,Q75,1,"Do you consider yourself to be close to any particular political party? If so, which party do you feel close to? - Selected Choice",United Kingdom
q_party_id,q_party_id_raw,Q52,2,"Do you consider yourself to be close to any particular political party? If so, which party do you feel close to? - Selected Choice",United Kingdom
q_party_id,q_party_id_raw,Q52,3,"Do you consider yourself to be close to any particular political party? If so, which party do you feel close to? - Selected Choice",United Kingdom
q_party_id_fra,q_party_id_fra_raw,Q57,2,"Vous sentez‐vous proche d’un parti politique en particulier ? Si oui, de quel parti vous sentez‐vous proche ? - Selected Choice",France
q_party_id_other,q_party_id_other_raw,Q75_TEXT,1,NA,NA
